"Var1","Var2","Correlation","P_Value"
"DHW_Max_Major","DHW_Max_Major",1,0
"DHW_Max_Major","DHW_Mean",1,0
"DHW_Max_Major","DHW_Mean_Major",1,0
"DHW_Max_Major","lat",0.177840782551755,0.56105804324698
"DHW_Max_Major","SST_AnnRange",-0.259193373309578,0.392481643957523
"DHW_Max_Major","SST_BiweekRange",0.260404778371788,0.390193423392685
"DHW_Max_Major","SST_Mean",0.521272517061219,0.0677288529567335
"DHW_Max_Major","SST_MonthRange",0.324130549335339,0.279952937159179
"DHW_Max_Major","SST_Q05",0.575056601003708,0.0397796467136043
"DHW_Max_Major","SST_Q95",0.519482563541571,0.0688468785496629
"DHW_Max_Major","SST_SD",0.451711847716682,0.121251887001147
"DHW_Mean","DHW_Dur",0.188704930015808,0.536959618660239
"DHW_Mean","DHW_Dur_Major",0.873690079703949,9.50371886843873e-05
"DHW_Mean","DHW_Max_Major",1,0
"DHW_Mean","DHW_Mean",1,0
"DHW_Mean","DHW_Mean_Major",1,0
"DHW_Mean","lat",0.177840782551755,0.56105804324698
"DHW_Mean","SST_AnnRange",-0.259193373309578,0.392481643957523
"DHW_Mean","SST_BiweekRange",0.260404778371788,0.390193423392685
"DHW_Mean","SST_Mean",0.521272517061219,0.0677288529567335
"DHW_Mean","SST_MonthRange",0.324130549335339,0.279952937159179
"DHW_Mean","SST_Q05",0.575056601003708,0.0397796467136043
"DHW_Mean","SST_Q95",0.519482563541571,0.0688468785496629
"DHW_Mean","SST_SD",0.451711847716682,0.121251887001147
"DHW_Mean_Major","DHW_Dur",0.188704930015808,0.536959618660239
"DHW_Mean_Major","DHW_Dur_Major",0.873690079703949,9.50371886843873e-05
"DHW_Mean_Major","DHW_Max_Major",1,0
"DHW_Mean_Major","DHW_Mean",1,0
"DHW_Mean_Major","DHW_Mean_Major",1,0
"DHW_Mean_Major","lat",0.177840782551755,0.56105804324698
"DHW_Mean_Major","SST_AnnRange",-0.259193373309578,0.392481643957523
"DHW_Mean_Major","SST_BiweekRange",0.260404778371788,0.390193423392685
"DHW_Mean_Major","SST_Mean",0.521272517061219,0.0677288529567335
"DHW_Mean_Major","SST_MonthRange",0.324130549335339,0.279952937159179
"DHW_Mean_Major","SST_Q05",0.575056601003708,0.0397796467136043
"DHW_Mean_Major","SST_Q95",0.519482563541571,0.0688468785496629
"DHW_Mean_Major","SST_SD",0.451711847716682,0.121251887001147
"lat","DHW_Dur",-0.816214730372165,0.00066552669549723
"lat","DHW_Dur_Major",-0.0849972801741519,0.782485380468606
"lat","DHW_Max_Major",0.177840782551755,0.56105804324698
"lat","DHW_Mean",0.177840782551755,0.56105804324698
"lat","DHW_Mean_Major",0.177840782551755,0.56105804324698
"lat","lat",1,0
"lat","SST_AnnRange",0.808983304871689,0.000810788237846349
"lat","SST_BiweekRange",0.156983703266498,0.608528022675512
"lat","SST_Mean",-0.630697919863931,0.0208233311765274
"lat","SST_MonthRange",-0.38456212159677,0.194479969137722
"lat","SST_Q05",-0.619606713378745,0.0239082459503666
"lat","SST_Q95",-0.384228390825154,0.194900410144301
"lat","SST_SD",-0.215887582521695,0.478706062025509
"SST_AnnRange","DHW_Dur",-0.666582745363456,0.012841252505568
"SST_AnnRange","DHW_Dur_Major",-0.432698419615187,0.139729602342195
"SST_AnnRange","DHW_Max_Major",-0.259193373309578,0.392481643957523
"SST_AnnRange","DHW_Mean",-0.259193373309578,0.392481643957523
"SST_AnnRange","DHW_Mean_Major",-0.259193373309578,0.392481643957523
"SST_AnnRange","lat",0.808983304871689,0.000810788237846349
"SST_AnnRange","SST_AnnRange",1,0
"SST_AnnRange","SST_BiweekRange",0.400358206143516,0.175229066534118
"SST_AnnRange","SST_Mean",-0.717693918699833,0.00574105012712289
"SST_AnnRange","SST_MonthRange",-0.17588623318461,0.565440488209583
"SST_AnnRange","SST_Q05",-0.739386513444584,0.00387272803926178
"SST_AnnRange","SST_Q95",-0.361336880873251,0.225103832758046
"SST_AnnRange","SST_SD",-0.13832316189987,0.652237563449712
"SST_BiweekRange","DHW_Dur",0.296956907166389,0.324488385149128
"SST_BiweekRange","DHW_Dur_Major",0.195605756066951,0.521888416111825
"SST_BiweekRange","DHW_Max_Major",0.260404778371788,0.390193423392685
"SST_BiweekRange","DHW_Mean",0.260404778371788,0.390193423392685
"SST_BiweekRange","DHW_Mean_Major",0.260404778371788,0.390193423392685
"SST_BiweekRange","lat",0.156983703266498,0.608528022675512
"SST_BiweekRange","SST_AnnRange",0.400358206143516,0.175229066534118
"SST_BiweekRange","SST_BiweekRange",1,0
"SST_BiweekRange","SST_Mean",0.281706810928825,0.351106619590718
"SST_BiweekRange","SST_MonthRange",0.817227855170633,0.000646937933831841
"SST_BiweekRange","SST_Q05",0.196589807550724,0.51975457614529
"SST_BiweekRange","SST_Q95",0.628651800216516,0.0213688294215914
"SST_BiweekRange","SST_SD",0.768891107588374,0.00212787574320429
"SST_Mean","DHW_Dur",0.870157838681037,0.000109825273228748
"SST_Mean","DHW_Dur_Major",0.643047660589376,0.0177477519893971
"SST_Mean","DHW_Max_Major",0.521272517061219,0.0677288529567335
"SST_Mean","DHW_Mean",0.521272517061219,0.0677288529567335
"SST_Mean","DHW_Mean_Major",0.521272517061219,0.0677288529567335
"SST_Mean","lat",-0.630697919863931,0.0208233311765274
"SST_Mean","SST_AnnRange",-0.717693918699833,0.00574105012712289
"SST_Mean","SST_BiweekRange",0.281706810928825,0.351106619590718
"SST_Mean","SST_Mean",1,0
"SST_Mean","SST_MonthRange",0.737029955991007,0.00404906050310579
"SST_Mean","SST_Q05",0.920370309285371,8.24310815403613e-06
"SST_Mean","SST_Q95",0.886633474236139,5.38112706710413e-05
"SST_Mean","SST_SD",0.781429034135829,0.0016071417167035
"SST_MonthRange","DHW_Dur",0.748241213134081,0.00326259661073273
"SST_MonthRange","DHW_Dur_Major",0.38413898915125,0.195013136977211
"SST_MonthRange","DHW_Max_Major",0.324130549335339,0.279952937159179
"SST_MonthRange","DHW_Mean",0.324130549335339,0.279952937159179
"SST_MonthRange","DHW_Mean_Major",0.324130549335339,0.279952937159179
"SST_MonthRange","lat",-0.38456212159677,0.194479969137722
"SST_MonthRange","SST_AnnRange",-0.17588623318461,0.565440488209583
"SST_MonthRange","SST_BiweekRange",0.817227855170633,0.000646937933831841
"SST_MonthRange","SST_Mean",0.737029955991007,0.00404906050310579
"SST_MonthRange","SST_MonthRange",1,0
"SST_MonthRange","SST_Q05",0.650434609440172,0.0160784340782592
"SST_MonthRange","SST_Q95",0.892297713238625,4.10520782954163e-05
"SST_MonthRange","SST_SD",0.918931039712954,9.07090435109039e-06
"SST_Q05","DHW_Dur",0.795574197485512,0.00114542530803327
"SST_Q05","DHW_Dur_Major",0.744623530023454,0.00350212266112608
"SST_Q05","DHW_Max_Major",0.575056601003708,0.0397796467136043
"SST_Q05","DHW_Mean",0.575056601003708,0.0397796467136043
"SST_Q05","DHW_Mean_Major",0.575056601003708,0.0397796467136043
"SST_Q05","lat",-0.619606713378745,0.0239082459503666
"SST_Q05","SST_AnnRange",-0.739386513444584,0.00387272803926178
"SST_Q05","SST_BiweekRange",0.196589807550724,0.51975457614529
"SST_Q05","SST_Mean",0.920370309285371,8.24310815403613e-06
"SST_Q05","SST_MonthRange",0.650434609440172,0.0160784340782592
"SST_Q05","SST_Q05",1,0
"SST_Q05","SST_Q95",0.770747832025728,0.00204343955025816
"SST_Q05","SST_SD",0.631866004312797,0.0205165981737444
"SST_Q95","DHW_Dur",0.738501237063383,0.00393825922663481
"SST_Q95","DHW_Dur_Major",0.616564830192552,0.0248104055678562
"SST_Q95","DHW_Max_Major",0.519482563541571,0.0688468785496629
"SST_Q95","DHW_Mean",0.519482563541571,0.0688468785496629
"SST_Q95","DHW_Mean_Major",0.519482563541571,0.0688468785496629
"SST_Q95","lat",-0.384228390825154,0.194900410144301
"SST_Q95","SST_AnnRange",-0.361336880873251,0.225103832758046
"SST_Q95","SST_BiweekRange",0.628651800216516,0.0213688294215914
"SST_Q95","SST_Mean",0.886633474236139,5.38112706710413e-05
"SST_Q95","SST_MonthRange",0.892297713238625,4.10520782954163e-05
"SST_Q95","SST_Q05",0.770747832025728,0.00204343955025816
"SST_Q95","SST_Q95",1,0
"SST_Q95","SST_SD",0.947067641051513,9.18964656654133e-07
"SST_SD","DHW_Dur",0.649432571480206,0.0162976847585604
"SST_SD","DHW_Dur_Major",0.487038668858417,0.0914131946659018
"SST_SD","DHW_Max_Major",0.451711847716682,0.121251887001147
"SST_SD","DHW_Mean",0.451711847716682,0.121251887001147
"SST_SD","DHW_Mean_Major",0.451711847716682,0.121251887001147
"SST_SD","lat",-0.215887582521695,0.478706062025509
"SST_SD","SST_AnnRange",-0.13832316189987,0.652237563449712
"SST_SD","SST_BiweekRange",0.768891107588374,0.00212787574320429
"SST_SD","SST_Mean",0.781429034135829,0.0016071417167035
"SST_SD","SST_MonthRange",0.918931039712954,9.07090435109039e-06
"SST_SD","SST_Q05",0.631866004312797,0.0205165981737444
"SST_SD","SST_Q95",0.947067641051513,9.18964656654133e-07
"SST_SD","SST_SD",1,0
